Ticker;Date;Stock close;Stock net;Percentage change;Stock open;Low;High
SP500;30-mrt-2022;4.602,4486;-29,1563;-0,6295%;4.602,4486;4.602,4486;4.602,4486
SP500;29-mrt-2022;4.631,6049;+56,0886;+1,2258%;4.631,6049;4.631,6049;4.631,6049
SP500;28-mrt-2022;4.575,5163;+32,4599;+0,7145%;4.575,5163;4.575,5163;4.575,5163
SP500;25-mrt-2022;4.543,0564;+22,8949;+0,5065%;4.543,0564;4.543,0564;4.543,0564
SP500;24-mrt-2022;4.520,1615;+63,9255;+1,4345%;4.520,1615;4.520,1615;4.520,1615
SP500;23-mrt-2022;4.456,2360;-55,3702;-1,2273%;4.456,2360;4.456,2360;4.456,2360
SP500;22-mrt-2022;4.511,6062;+50,4261;+1,1303%;4.511,6062;4.511,6062;4.511,6062
SP500;21-mrt-2022;4.461,1801;-1,9375;-0,0434%;4.461,1801;4.461,1801;4.461,1801
SP500;18-mrt-2022;4.463,1176;+51,4500;+1,1662%;4.463,1176;4.463,1176;4.463,1176
SP500;17-mrt-2022;4.411,6676;+53,8105;+1,2348%;4.411,6676;4.411,6676;4.411,6676
SP500;16-mrt-2022;4.357,8571;+95,4115;+2,2384%;4.357,8571;4.357,8571;4.357,8571
SP500;15-mrt-2022;4.262,4456;+89,3339;+2,1407%;4.262,4456;4.262,4456;4.262,4456
SP500;14-mrt-2022;4.173,1117;-31,2002;-0,7421%;4.173,1117;4.173,1117;4.173,1117
SP500;11-mrt-2022;4.204,3119;-55,2131;-1,2962%;4.204,3119;4.204,3119;4.204,3119
SP500;10-mrt-2022;4.259,5250;-18,3551;-0,4291%;4.259,5250;4.259,5250;4.259,5250
SP500;09-mrt-2022;4.277,8801;+107,1760;+2,5697%;4.277,8801;4.277,8801;4.277,8801
SP500;08-mrt-2022;4.170,7041;-30,3837;-0,7232%;4.170,7041;4.170,7041;4.170,7041
SP500;07-mrt-2022;4.201,0878;-127,7851;-2,9519%;4.201,0878;4.201,0878;4.201,0878
SP500;04-mrt-2022;4.328,8729;-34,6138;-0,7933%;4.328,8729;4.328,8729;4.328,8729
SP500;03-mrt-2022;4.363,4867;-23,0574;-0,5256%;4.363,4867;4.363,4867;4.363,4867
SP500;02-mrt-2022;4.386,5441;+80,2852;+1,8644%;4.386,5441;4.386,5441;4.386,5441
SP500;01-mrt-2022;4.306,2589;-67,6802;-1,5474%;4.306,2589;4.306,2589;4.306,2589
SP500;28-feb-2022;4.373,9391;-10,7154;-0,2444%;4.373,9391;4.373,9391;4.373,9391
SP500;25-feb-2022;4.384,6545;+95,9585;+2,2375%;4.384,6545;4.384,6545;4.384,6545
SP500;24-feb-2022;4.288,6960;+63,1911;+1,4955%;4.288,6960;4.288,6960;4.288,6960
SP500;23-feb-2022;4.225,5049;-79,2527;-1,8410%;4.225,5049;4.225,5049;4.225,5049
SP500;22-feb-2022;4.304,7576;-44,1116;-1,0143%;4.304,7576;4.304,7576;4.304,7576
SP500;18-feb-2022;4.348,8692;-31,3894;-0,7166%;4.348,8692;4.348,8692;4.348,8692
SP500;17-feb-2022;4.380,2586;-94,7525;-2,1174%;4.380,2586;4.380,2586;4.380,2586
SP500;16-feb-2022;4.475,0111;+3,9369;+0,0881%;4.475,0111;4.475,0111;4.475,0111
SP500;15-feb-2022;4.471,0742;+69,4072;+1,5768%;4.471,0742;4.471,0742;4.471,0742
SP500;14-feb-2022;4.401,6670;-16,9695;-0,3840%;4.401,6670;4.401,6670;4.401,6670
SP500;11-feb-2022;4.418,6365;-85,4483;-1,8971%;4.418,6365;4.418,6365;4.418,6365
SP500;10-feb-2022;4.504,0848;-83,0941;-1,8114%;4.504,0848;4.504,0848;4.504,0848
SP500;09-feb-2022;4.587,1789;+65,6400;+1,4517%;4.587,1789;4.587,1789;4.587,1789
SP500;08-feb-2022;4.521,5389;+37,6736;+0,8402%;4.521,5389;4.521,5389;4.521,5389
SP500;07-feb-2022;4.483,8653;-16,6662;-0,3703%;4.483,8653;4.483,8653;4.483,8653
SP500;04-feb-2022;4.500,5315;+23,0895;+0,5157%;4.500,5315;4.500,5315;4.500,5315
SP500;03-feb-2022;4.477,4420;-111,9346;-2,4390%;4.477,4420;4.477,4420;4.477,4420
SP500;02-feb-2022;4.589,3766;+42,8376;+0,9422%;4.589,3766;4.589,3766;4.589,3766
SP500;01-feb-2022;4.546,5390;+30,9914;+0,6863%;4.546,5390;4.546,5390;4.546,5390
SP500;31-jan-2022;4.515,5476;+83,6985;+1,8886%;4.515,5476;4.515,5476;4.515,5476
SP500;28-jan-2022;4.431,8491;+105,3354;+2,4346%;4.431,8491;4.431,8491;4.431,8491
SP500;27-jan-2022;4.326,5137;-23,4149;-0,5383%;4.326,5137;4.326,5137;4.326,5137
SP500;26-jan-2022;4.349,9286;-6,5253;-0,1498%;4.349,9286;4.349,9286;4.349,9286
SP500;25-jan-2022;4.356,4539;-53,6735;-1,2171%;4.356,4539;4.356,4539;4.356,4539
SP500;24-jan-2022;4.410,1274;+12,1882;+0,2771%;4.410,1274;4.410,1274;4.410,1274
SP500;21-jan-2022;4.397,9392;-84,7884;-1,8914%;4.397,9392;4.397,9392;4.397,9392
SP500;20-jan-2022;4.482,7276;-50,0320;-1,1038%;4.482,7276;4.482,7276;4.482,7276
SP500;19-jan-2022;4.532,7596;-44,3488;-0,9689%;4.532,7596;4.532,7596;4.532,7596
SP500;18-jan-2022;4.577,1084;-85,7457;-1,8389%;4.577,1084;4.577,1084;4.577,1084
SP500;14-jan-2022;4.662,8541;+3,8286;+0,0822%;4.662,8541;4.662,8541;4.662,8541
SP500;13-jan-2022;4.659,0255;-67,3202;-1,4244%;4.659,0255;4.659,0255;4.659,0255
SP500;12-jan-2022;4.726,3457;+13,2784;+0,2817%;4.726,3457;4.726,3457;4.726,3457
SP500;11-jan-2022;4.713,0673;+42,7769;+0,9159%;4.713,0673;4.713,0673;4.713,0673
SP500;10-jan-2022;4.670,2904;-6,7373;-0,1441%;4.670,2904;4.670,2904;4.670,2904
SP500;07-jan-2022;4.677,0277;-19,0261;-0,4052%;4.677,0277;4.677,0277;4.677,0277
SP500;06-jan-2022;4.696,0538;-4,5246;-0,0963%;4.696,0538;4.696,0538;4.696,0538
SP500;05-jan-2022;4.700,5784;-92,9588;-1,9393%;4.700,5784;4.700,5784;4.700,5784
SP500;04-jan-2022;4.793,5372;-3,0240;-0,0630%;4.793,5372;4.793,5372;4.793,5372
SP500;03-jan-2022;4.796,5612;+30,3782;+0,6374%;4.796,5612;4.796,5612;4.796,5612
SP500;31-dec-2021;4.766,1830;-12,5439;-0,2625%;4.766,1830;4.766,1830;4.766,1830
SP500;30-dec-2021;4.778,7269;-14,3312;-0,2990%;4.778,7269;4.778,7269;4.778,7269
SP500;29-dec-2021;4.793,0581;+6,7040;+0,1401%;4.793,0581;4.793,0581;4.793,0581
SP500;28-dec-2021;4.786,3541;-4,8379;-0,1010%;4.786,3541;4.786,3541;4.786,3541
SP500;27-dec-2021;4.791,1920;+65,4038;+1,3840%;4.791,1920;4.791,1920;4.791,1920
SP500;23-dec-2021;4.725,7882;+29,2266;+0,6223%;4.725,7882;4.725,7882;4.725,7882
SP500;22-dec-2021;4.696,5616;+47,3350;+1,0181%;4.696,5616;4.696,5616;4.696,5616
SP500;21-dec-2021;4.649,2266;+81,2094;+1,7778%;4.649,2266;4.649,2266;4.649,2266
SP500;20-dec-2021;4.568,0172;-52,6218;-1,1388%;4.568,0172;4.568,0172;4.568,0172
SP500;17-dec-2021;4.620,6390;-48,0322;-1,0288%;4.620,6390;4.620,6390;4.620,6390
SP500;16-dec-2021;4.668,6712;-41,1827;-0,8744%;4.668,6712;4.668,6712;4.668,6712
SP500;15-dec-2021;4.709,8539;+75,7663;+1,6350%;4.709,8539;4.709,8539;4.709,8539
SP500;14-dec-2021;4.634,0876;-34,8845;-0,7472%;4.634,0876;4.634,0876;4.634,0876
SP500;13-dec-2021;4.668,9721;-43,0520;-0,9137%;4.668,9721;4.668,9721;4.668,9721
SP500;10-dec-2021;4.712,0241;+44,5701;+0,9549%;4.712,0241;4.712,0241;4.712,0241
SP500;09-dec-2021;4.667,4540;-33,7539;-0,7180%;4.667,4540;4.667,4540;4.667,4540
SP500;08-dec-2021;4.701,2079;+14,4624;+0,3086%;4.701,2079;4.701,2079;4.701,2079
SP500;07-dec-2021;4.686,7455;+95,0737;+2,0706%;4.686,7455;4.686,7455;4.686,7455
SP500;06-dec-2021;4.591,6718;+53,2439;+1,1732%;4.591,6718;4.591,6718;4.591,6718
SP500;03-dec-2021;4.538,4279;-38,6726;-0,8449%;4.538,4279;4.538,4279;4.538,4279
SP500;02-dec-2021;4.577,1005;+64,0643;+1,4195%;4.577,1005;4.577,1005;4.577,1005
SP500;01-dec-2021;4.513,0362;-53,9653;-1,1816%;4.513,0362;4.513,0362;4.513,0362
SP500;30-nov-2021;4.567,0015;-88,2687;-1,8961%;4.567,0015;4.567,0015;4.567,0015
SP500;29-nov-2021;4.655,2702;+60,6519;+1,3201%;4.655,2702;4.655,2702;4.655,2702
SP500;26-nov-2021;4.594,6183;-106,8466;-2,2726%;4.594,6183;4.594,6183;4.594,6183
SP500;24-nov-2021;4.701,4649;+10,7668;+0,2295%;4.701,4649;4.701,4649;4.701,4649
SP500;23-nov-2021;4.690,6981;+7,7542;+0,1656%;4.690,6981;4.690,6981;4.690,6981
SP500;22-nov-2021;4.682,9439;-15,0112;-0,3195%;4.682,9439;4.682,9439;4.682,9439
SP500;19-nov-2021;4.697,9551;-6,5868;-0,1400%;4.697,9551;4.697,9551;4.697,9551
SP500;18-nov-2021;4.704,5419;+15,8712;+0,3385%;4.704,5419;4.704,5419;4.704,5419
SP500;17-nov-2021;4.688,6707;-12,2264;-0,2601%;4.688,6707;4.688,6707;4.688,6707
SP500;16-nov-2021;4.700,8971;+18,0936;+0,3864%;4.700,8971;4.700,8971;4.700,8971
SP500;15-nov-2021;4.682,8035;-0,0439;-0,0009%;4.682,8035;4.682,8035;4.682,8035
SP500;12-nov-2021;4.682,8474;+33,5782;+0,7222%;4.682,8474;4.682,8474;4.682,8474
SP500;11-nov-2021;4.649,2692;+2,5615;+0,0551%;4.649,2692;4.649,2692;4.649,2692
SP500;10-nov-2021;4.646,7077;-38,5435;-0,8227%;4.646,7077;4.646,7077;4.646,7077
SP500;09-nov-2021;4.685,2512;-16,4508;-0,3499%;4.685,2512;4.685,2512;4.685,2512
SP500;08-nov-2021;4.701,7020;+4,1752;+0,0889%;4.701,7020;4.701,7020;4.701,7020
SP500;05-nov-2021;4.697,5268;+17,4710;+0,3733%;4.697,5268;4.697,5268;4.697,5268
SP500;04-nov-2021;4.680,0558;+19,4862;+0,4181%;4.680,0558;4.680,0558;4.680,0558
SP500;03-nov-2021;4.660,5696;+29,9162;+0,6460%;4.660,5696;4.660,5696;4.660,5696
SP500;02-nov-2021;4.630,6534;+16,9804;+0,3680%;4.630,6534;4.630,6534;4.630,6534
SP500;01-nov-2021;4.613,6730;+8,2964;+0,1801%;4.613,6730;4.613,6730;4.613,6730
SP500;29-okt-2021;4.605,3766;+8,9615;+0,1950%;4.605,3766;4.605,3766;4.605,3766
SP500;28-okt-2021;4.596,4151;+44,7340;+0,9828%;4.596,4151;4.596,4151;4.596,4151
SP500;27-okt-2021;4.551,6811;-23,1077;-0,5051%;4.551,6811;4.551,6811;4.551,6811
SP500;26-okt-2021;4.574,7888;+8,3108;+0,1820%;4.574,7888;4.574,7888;4.574,7888
SP500;25-okt-2021;4.566,4780;+21,5797;+0,4748%;4.566,4780;4.566,4780;4.566,4780
SP500;22-okt-2021;4.544,8983;-4,8830;-0,1073%;4.544,8983;4.544,8983;4.544,8983
SP500;21-okt-2021;4.549,7813;+13,5892;+0,2996%;4.549,7813;4.549,7813;4.549,7813
SP500;20-okt-2021;4.536,1921;+16,5615;+0,3664%;4.536,1921;4.536,1921;4.536,1921
SP500;19-okt-2021;4.519,6306;+33,1701;+0,7393%;4.519,6306;4.519,6306;4.519,6306
SP500;18-okt-2021;4.486,4605;+15,0920;+0,3375%;4.486,4605;4.486,4605;4.486,4605
SP500;15-okt-2021;4.471,3685;+33,1041;+0,7459%;4.471,3685;4.471,3685;4.471,3685
SP500;14-okt-2021;4.438,2644;+74,4599;+1,7063%;4.438,2644;4.438,2644;4.438,2644
SP500;13-okt-2021;4.363,8045;+13,1585;+0,3024%;4.363,8045;4.363,8045;4.363,8045
SP500;12-okt-2021;4.350,6460;-10,5445;-0,2418%;4.350,6460;4.350,6460;4.350,6460
SP500;11-okt-2021;4.361,1905;-30,1476;-0,6865%;4.361,1905;4.361,1905;4.361,1905
SP500;08-okt-2021;4.391,3381;-8,4252;-0,1915%;4.391,3381;4.391,3381;4.391,3381
SP500;07-okt-2021;4.399,7633;+36,2181;+0,8300%;4.399,7633;4.399,7633;4.399,7633
SP500;06-okt-2021;4.363,5452;+17,8290;+0,4103%;4.363,5452;4.363,5452;4.363,5452
SP500;05-okt-2021;4.345,7162;+45,2572;+1,0524%;4.345,7162;4.345,7162;4.345,7162
SP500;04-okt-2021;4.300,4590;-56,5799;-1,2986%;4.300,4590;4.300,4590;4.300,4590
SP500;01-okt-2021;4.357,0389;+49,5001;+1,1492%;4.357,0389;4.357,0389;4.357,0389
SP500;30-sep-2021;4.307,5388;-51,9223;-1,1910%;4.307,5388;4.307,5388;4.307,5388
SP500;29-sep-2021;4.359,4611;+6,8268;+0,1568%;4.359,4611;4.359,4611;4.359,4611
SP500;28-sep-2021;4.352,6343;-90,4761;-2,0363%;4.352,6343;4.352,6343;4.352,6343
SP500;27-sep-2021;4.443,1104;-12,3675;-0,2776%;4.443,1104;4.443,1104;4.443,1104
SP500;24-sep-2021;4.455,4779;+6,4938;+0,1460%;4.455,4779;4.455,4779;4.455,4779
SP500;23-sep-2021;4.448,9841;+53,3470;+1,2136%;4.448,9841;4.448,9841;4.448,9841
SP500;22-sep-2021;4.395,6371;+41,4482;+0,9519%;4.395,6371;4.395,6371;4.395,6371
SP500;21-sep-2021;4.354,1889;-3,5390;-0,0812%;4.354,1889;4.354,1889;4.354,1889
SP500;20-sep-2021;4.357,7279;-75,2596;-1,6977%;4.357,7279;4.357,7279;4.357,7279
SP500;17-sep-2021;4.432,9875;-40,7653;-0,9112%;4.432,9875;4.432,9875;4.432,9875
SP500;16-sep-2021;4.473,7528;-6,9487;-0,1551%;4.473,7528;4.473,7528;4.473,7528
SP500;15-sep-2021;4.480,7015;+37,6516;+0,8474%;4.480,7015;4.480,7015;4.480,7015
SP500;14-sep-2021;4.443,0499;-25,6764;-0,5746%;4.443,0499;4.443,0499;4.443,0499
SP500;13-sep-2021;4.468,7263;+10,1464;+0,2276%;4.468,7263;4.468,7263;4.468,7263
SP500;10-sep-2021;4.458,5799;-34,7044;-0,7724%;4.458,5799;4.458,5799;4.458,5799
SP500;09-sep-2021;4.493,2843;-20,7842;-0,4604%;4.493,2843;4.493,2843;4.493,2843
SP500;08-sep-2021;4.514,0685;-5,9593;-0,1318%;4.514,0685;4.514,0685;4.514,0685
SP500;07-sep-2021;4.520,0278;-15,4048;-0,3397%;4.520,0278;4.520,0278;4.520,0278
SP500;03-sep-2021;4.535,4326;-1,5136;-0,0334%;4.535,4326;4.535,4326;4.535,4326
SP500;02-sep-2021;4.536,9462;+12,8539;+0,2841%;4.536,9462;4.536,9462;4.536,9462
SP500;01-sep-2021;4.524,0923;+1,4122;+0,0312%;4.524,0923;4.524,0923;4.524,0923
SP500;31-aug-2021;4.522,6801;-6,1136;-0,1350%;4.522,6801;4.522,6801;4.522,6801
SP500;30-aug-2021;4.528,7937;+19,4246;+0,4308%;4.528,7937;4.528,7937;4.528,7937
SP500;27-aug-2021;4.509,3691;+39,3727;+0,8808%;4.509,3691;4.509,3691;4.509,3691
SP500;26-aug-2021;4.469,9964;-26,1945;-0,5826%;4.469,9964;4.469,9964;4.469,9964
SP500;25-aug-2021;4.496,1909;+9,9568;+0,2219%;4.496,1909;4.496,1909;4.496,1909
SP500;24-aug-2021;4.486,2341;+6,7036;+0,1496%;4.486,2341;4.486,2341;4.486,2341
SP500;23-aug-2021;4.479,5305;+37,8653;+0,8525%;4.479,5305;4.479,5305;4.479,5305
SP500;20-aug-2021;4.441,6652;+35,8623;+0,8140%;4.441,6652;4.441,6652;4.441,6652
SP500;19-aug-2021;4.405,8029;+5,5366;+0,1258%;4.405,8029;4.405,8029;4.405,8029
SP500;18-aug-2021;4.400,2663;-47,8091;-1,0748%;4.400,2663;4.400,2663;4.400,2663
SP500;17-aug-2021;4.448,0754;-31,6333;-0,7061%;4.448,0754;4.448,0754;4.448,0754
SP500;16-aug-2021;4.479,7087;+11,7055;+0,2620%;4.479,7087;4.479,7087;4.479,7087
SP500;13-aug-2021;4.468,0032;+7,1713;+0,1608%;4.468,0032;4.468,0032;4.468,0032
SP500;12-aug-2021;4.460,8319;+13,1283;+0,2952%;4.460,8319;4.460,8319;4.460,8319
SP500;11-aug-2021;4.447,7036;+10,9507;+0,2468%;4.447,7036;4.447,7036;4.447,7036
SP500;10-aug-2021;4.436,7529;+4,3999;+0,0993%;4.436,7529;4.436,7529;4.436,7529
SP500;09-aug-2021;4.432,3530;-4,1648;-0,0939%;4.432,3530;4.432,3530;4.432,3530
SP500;06-aug-2021;4.436,5178;+7,4148;+0,1674%;4.436,5178;4.436,5178;4.436,5178
SP500;05-aug-2021;4.429,1030;+26,4420;+0,6006%;4.429,1030;4.429,1030;4.429,1030
SP500;04-aug-2021;4.402,6610;-20,4926;-0,4633%;4.402,6610;4.402,6610;4.402,6610
SP500;03-aug-2021;4.423,1536;+35,9977;+0,8205%;4.423,1536;4.423,1536;4.423,1536
SP500;02-aug-2021;4.387,1559;-8,1081;-0,1845%;4.387,1559;4.387,1559;4.387,1559
SP500;30-jul-2021;4.395,2640;-23,8848;-0,5405%;4.395,2640;4.395,2640;4.395,2640
SP500;29-jul-2021;4.419,1488;+18,5133;+0,4207%;4.419,1488;4.419,1488;4.419,1488
SP500;28-jul-2021;4.400,6355;-0,8276;-0,0188%;4.400,6355;4.400,6355;4.400,6355
SP500;27-jul-2021;4.401,4631;-20,8404;-0,4713%;4.401,4631;4.401,4631;4.401,4631
SP500;26-jul-2021;4.422,3035;+10,5111;+0,2383%;4.422,3035;4.422,3035;4.422,3035
SP500;23-jul-2021;4.411,7924;+44,3173;+1,0147%;4.411,7924;4.411,7924;4.411,7924
SP500;22-jul-2021;4.367,4751;+8,7818;+0,2015%;4.367,4751;4.367,4751;4.367,4751
SP500;21-jul-2021;4.358,6933;+35,6347;+0,8243%;4.358,6933;4.358,6933;4.358,6933
SP500;20-jul-2021;4.323,0586;+64,5660;+1,5162%;4.323,0586;4.323,0586;4.323,0586
SP500;19-jul-2021;4.258,4926;-68,6656;-1,5869%;4.258,4926;4.258,4926;4.258,4926
SP500;16-jul-2021;4.327,1582;-32,8685;-0,7539%;4.327,1582;4.327,1582;4.327,1582
SP500;15-jul-2021;4.360,0267;-14,2699;-0,3262%;4.360,0267;4.360,0267;4.360,0267
SP500;14-jul-2021;4.374,2966;+5,0868;+0,1164%;4.374,2966;4.374,2966;4.374,2966
SP500;13-jul-2021;4.369,2098;-15,4159;-0,3516%;4.369,2098;4.369,2098;4.369,2098
SP500;12-jul-2021;4.384,6257;+15,0747;+0,3450%;4.384,6257;4.384,6257;4.384,6257
SP500;09-jul-2021;4.369,5510;+48,7334;+1,1279%;4.369,5510;4.369,5510;4.369,5510
SP500;08-jul-2021;4.320,8176;-37,3156;-0,8562%;4.320,8176;4.320,8176;4.320,8176
SP500;07-jul-2021;4.358,1332;+14,5901;+0,3359%;4.358,1332;4.358,1332;4.358,1332
SP500;06-jul-2021;4.343,5431;-8,7958;-0,2021%;4.343,5431;4.343,5431;4.343,5431
SP500;02-jul-2021;4.352,3389;+32,3988;+0,7500%;4.352,3389;4.352,3389;4.352,3389
SP500;01-jul-2021;4.319,9401;+22,4435;+0,5222%;4.319,9401;4.319,9401;4.319,9401
SP500;30-jun-2021;4.297,4966;+5,6949;+0,1327%;4.297,4966;4.297,4966;4.297,4966
SP500;29-jun-2021;4.291,8017;+1,1939;+0,0278%;4.291,8017;4.291,8017;4.291,8017
SP500;28-jun-2021;4.290,6078;+9,9054;+0,2314%;4.290,6078;4.290,6078;4.290,6078
SP500;25-jun-2021;4.280,7024;+14,2166;+0,3332%;4.280,7024;4.280,7024;4.280,7024
SP500;24-jun-2021;4.266,4858;+24,6498;+0,5811%;4.266,4858;4.266,4858;4.266,4858
SP500;23-jun-2021;4.241,8360;-4,5990;-0,1083%;4.241,8360;4.241,8360;4.241,8360
SP500;22-jun-2021;4.246,4350;+21,6472;+0,5124%;4.246,4350;4.246,4350;4.246,4350
SP500;21-jun-2021;4.224,7878;+58,3346;+1,4001%;4.224,7878;4.224,7878;4.224,7878
SP500;18-jun-2021;4.166,4532;-55,4051;-1,3123%;4.166,4532;4.166,4532;4.166,4532
SP500;17-jun-2021;4.221,8583;-1,8459;-0,0437%;4.221,8583;4.221,8583;4.221,8583
SP500;16-jun-2021;4.223,7042;-22,8898;-0,5390%;4.223,7042;4.223,7042;4.223,7042
SP500;15-jun-2021;4.246,5940;-8,5563;-0,2011%;4.246,5940;4.246,5940;4.246,5940
SP500;14-jun-2021;4.255,1503;+7,7105;+0,1815%;4.255,1503;4.255,1503;4.255,1503
SP500;11-jun-2021;4.247,4398;+8,2556;+0,1947%;4.247,4398;4.247,4398;4.247,4398
SP500;10-jun-2021;4.239,1842;+19,6374;+0,4654%;4.239,1842;4.239,1842;4.239,1842
SP500;09-jun-2021;4.219,5468;-7,7082;-0,1823%;4.219,5468;4.219,5468;4.219,5468
SP500;08-jun-2021;4.227,2550;+0,7348;+0,0174%;4.227,2550;4.227,2550;4.227,2550
SP500;07-jun-2021;4.226,5202;-3,3704;-0,0797%;4.226,5202;4.226,5202;4.226,5202
SP500;04-jun-2021;4.229,8906;+37,0358;+0,8833%;4.229,8906;4.229,8906;4.229,8906
SP500;03-jun-2021;4.192,8548;-15,2644;-0,3627%;4.192,8548;4.192,8548;4.192,8548
SP500;02-jun-2021;4.208,1192;+6,0776;+0,1446%;4.208,1192;4.208,1192;4.208,1192
SP500;01-jun-2021;4.202,0416;-2,0689;-0,0492%;4.202,0416;4.202,0416;4.202,0416
SP500;28-mei-2021;4.204,1105;+3,2347;+0,0770%;4.204,1105;4.204,1105;4.204,1105
SP500;27-mei-2021;4.200,8758;+4,8822;+0,1164%;4.200,8758;4.200,8758;4.200,8758
SP500;26-mei-2021;4.195,9936;+7,8595;+0,1877%;4.195,9936;4.195,9936;4.195,9936
SP500;25-mei-2021;4.188,1341;-8,9132;-0,2124%;4.188,1341;4.188,1341;4.188,1341
SP500;24-mei-2021;4.197,0473;+41,1895;+0,9911%;4.197,0473;4.197,0473;4.197,0473
SP500;21-mei-2021;4.155,8578;-3,2666;-0,0785%;4.155,8578;4.155,8578;4.155,8578
SP500;20-mei-2021;4.159,1244;+43,4476;+1,0557%;4.159,1244;4.159,1244;4.159,1244
SP500;19-mei-2021;4.115,6768;-12,1530;-0,2944%;4.115,6768;4.115,6768;4.115,6768
SP500;18-mei-2021;4.127,8298;-35,4607;-0,8517%;4.127,8298;4.127,8298;4.127,8298
SP500;17-mei-2021;4.163,2905;-10,5636;-0,2531%;4.163,2905;4.163,2905;4.163,2905
SP500;14-mei-2021;4.173,8541;+61,3581;+1,4920%;4.173,8541;4.173,8541;4.173,8541
SP500;13-mei-2021;4.112,4960;+49,4581;+1,2173%;4.112,4960;4.112,4960;4.112,4960
SP500;12-mei-2021;4.063,0379;-89,0574;-2,1449%;4.063,0379;4.063,0379;4.063,0379
SP500;11-mei-2021;4.152,0953;-36,3320;-0,8674%;4.152,0953;4.152,0953;4.152,0953
SP500;10-mei-2021;4.188,4273;-44,1741;-1,0437%;4.188,4273;4.188,4273;4.188,4273
SP500;07-mei-2021;4.232,6014;+30,9826;+0,7374%;4.232,6014;4.232,6014;4.232,6014
SP500;06-mei-2021;4.201,6188;+34,0310;+0,8166%;4.201,6188;4.201,6188;4.201,6188
SP500;05-mei-2021;4.167,5878;+2,9288;+0,0703%;4.167,5878;4.167,5878;4.167,5878
SP500;04-mei-2021;4.164,6590;-27,9986;-0,6678%;4.164,6590;4.164,6590;4.164,6590
SP500;03-mei-2021;4.192,6576;+11,4827;+0,2746%;4.192,6576;4.192,6576;4.192,6576
SP500;30-apr-2021;4.181,1749;-30,3000;-0,7195%;4.181,1749;4.181,1749;4.181,1749
SP500;29-apr-2021;4.211,4749;+28,2919;+0,6763%;4.211,4749;4.211,4749;4.211,4749
SP500;28-apr-2021;4.183,1830;-3,5352;-0,0844%;4.183,1830;4.183,1830;4.183,1830
SP500;27-apr-2021;4.186,7182;-0,8993;-0,0215%;4.186,7182;4.186,7182;4.186,7182
SP500;26-apr-2021;4.187,6175;+7,4501;+0,1782%;4.187,6175;4.187,6175;4.187,6175
SP500;23-apr-2021;4.180,1674;+45,1857;+1,0928%;4.180,1674;4.180,1674;4.180,1674
SP500;22-apr-2021;4.134,9817;-38,4399;-0,9211%;4.134,9817;4.134,9817;4.134,9817
SP500;21-apr-2021;4.173,4216;+38,4822;+0,9307%;4.173,4216;4.173,4216;4.173,4216
SP500;20-apr-2021;4.134,9394;-28,3187;-0,6802%;4.134,9394;4.134,9394;4.134,9394
SP500;19-apr-2021;4.163,2581;-22,2106;-0,5307%;4.163,2581;4.163,2581;4.163,2581
SP500;16-apr-2021;4.185,4687;+15,0459;+0,3608%;4.185,4687;4.185,4687;4.185,4687
SP500;15-apr-2021;4.170,4228;+45,7622;+1,1095%;4.170,4228;4.170,4228;4.170,4228
SP500;14-apr-2021;4.124,6606;-16,9332;-0,4089%;4.124,6606;4.124,6606;4.124,6606
SP500;13-apr-2021;4.141,5938;+13,6006;+0,3295%;4.141,5938;4.141,5938;4.141,5938
SP500;12-apr-2021;4.127,9932;-0,8089;-0,0196%;4.127,9932;4.127,9932;4.127,9932
SP500;09-apr-2021;4.128,8021;+31,6341;+0,7721%;4.128,8021;4.128,8021;4.128,8021
SP500;08-apr-2021;4.097,1680;+17,2151;+0,4219%;4.097,1680;4.097,1680;4.097,1680
SP500;07-apr-2021;4.079,9529;+6,0122;+0,1476%;4.079,9529;4.079,9529;4.079,9529
SP500;06-apr-2021;4.073,9407;-3,9730;-0,0974%;4.073,9407;4.073,9407;4.073,9407
SP500;05-apr-2021;4.077,9137;+58,0483;+1,4440%;4.077,9137;4.077,9137;4.077,9137
SP500;01-apr-2021;4.019,8654;+46,9732;+1,1823%;4.019,8654;4.019,8654;4.019,8654
SP500;31-mrt-2021;3.972,8922;+14,3399;+0,3623%;3.972,8922;3.972,8922;3.972,8922
SP500;30-mrt-2021;3.958,5523;-12,5424;-0,3158%;3.958,5523;3.958,5523;3.958,5523
SP500;29-mrt-2021;3.971,0947;-3,4422;-0,0866%;3.971,0947;3.971,0947;3.971,0947
SP500;26-mrt-2021;3.974,5369;+65,0214;+1,6632%;3.974,5369;3.974,5369;3.974,5369
SP500;25-mrt-2021;3.909,5155;+20,3735;+0,5239%;3.909,5155;3.909,5155;3.909,5155
SP500;24-mrt-2021;3.889,1420;-21,3738;-0,5466%;3.889,1420;3.889,1420;3.889,1420
SP500;23-mrt-2021;3.910,5158;-30,0694;-0,7631%;3.910,5158;3.910,5158;3.910,5158
SP500;22-mrt-2021;3.940,5852;+27,4860;+0,7024%;3.940,5852;3.940,5852;3.940,5852
SP500;19-mrt-2021;3.913,0992;-2,3621;-0,0603%;3.913,0992;3.913,0992;3.913,0992
SP500;18-mrt-2021;3.915,4613;-58,6550;-1,4759%;3.915,4613;3.915,4613;3.915,4613
