Ticker;Date;Stock close;Stock net;Percentage change;Stock open;Low;High
SP500;18-apr-2023;4.154,8701;+3,5477;+0,0855%;4.154,8701;4.154,8701;4.154,8701
SP500;17-apr-2023;4.151,3224;+13,6837;+0,3307%;4.151,3224;4.151,3224;4.151,3224
SP500;14-apr-2023;4.137,6387;-8,5774;-0,2069%;4.137,6387;4.137,6387;4.137,6387
SP500;13-apr-2023;4.146,2161;+54,2620;+1,3261%;4.146,2161;4.146,2161;4.146,2161
SP500;12-apr-2023;4.091,9541;-16,9869;-0,4134%;4.091,9541;4.091,9541;4.091,9541
SP500;11-apr-2023;4.108,9410;-0,1714;-0,0042%;4.108,9410;4.108,9410;4.108,9410
SP500;10-apr-2023;4.109,1124;+4,0937;+0,0997%;4.109,1124;4.109,1124;4.109,1124
SP500;06-apr-2023;4.105,0187;+14,6434;+0,3580%;4.105,0187;4.105,0187;4.105,0187
SP500;05-apr-2023;4.090,3753;-10,2237;-0,2493%;4.090,3753;4.090,3753;4.090,3753
SP500;04-apr-2023;4.100,5990;-23,9070;-0,5796%;4.100,5990;4.100,5990;4.100,5990
SP500;03-apr-2023;4.124,5060;+15,1936;+0,3697%;4.124,5060;4.124,5060;4.124,5060
SP500;31-mrt-2023;4.109,3124;+58,4833;+1,4437%;4.109,3124;4.109,3124;4.109,3124
SP500;30-mrt-2023;4.050,8291;+23,0173;+0,5715%;4.050,8291;4.050,8291;4.050,8291
SP500;29-mrt-2023;4.027,8118;+56,5416;+1,4238%;4.027,8118;4.027,8118;4.027,8118
SP500;28-mrt-2023;3.971,2702;-6,2580;-0,1573%;3.971,2702;3.971,2702;3.971,2702
SP500;27-mrt-2023;3.977,5282;+6,5418;+0,1647%;3.977,5282;3.977,5282;3.977,5282
SP500;24-mrt-2023;3.970,9864;+22,2627;+0,5638%;3.970,9864;3.970,9864;3.970,9864
SP500;23-mrt-2023;3.948,7237;+11,7523;+0,2985%;3.948,7237;3.948,7237;3.948,7237
SP500;22-mrt-2023;3.936,9714;-65,9021;-1,6464%;3.936,9714;3.936,9714;3.936,9714
SP500;21-mrt-2023;4.002,8735;+51,3046;+1,2983%;4.002,8735;4.002,8735;4.002,8735
SP500;20-mrt-2023;3.951,5689;+34,9317;+0,8919%;3.951,5689;3.951,5689;3.951,5689
SP500;17-mrt-2023;3.916,6372;-43,6439;-1,1020%;3.916,6372;3.916,6372;3.916,6372
SP500;16-mrt-2023;3.960,2811;+68,3544;+1,7563%;3.960,2811;3.960,2811;3.960,2811
SP500;15-mrt-2023;3.891,9267;-27,3603;-0,6981%;3.891,9267;3.891,9267;3.891,9267
SP500;14-mrt-2023;3.919,2870;+63,5251;+1,6475%;3.919,2870;3.919,2870;3.919,2870
SP500;13-mrt-2023;3.855,7619;-5,8280;-0,1509%;3.855,7619;3.855,7619;3.855,7619
SP500;10-mrt-2023;3.861,5899;-56,7315;-1,4479%;3.861,5899;3.861,5899;3.861,5899
SP500;09-mrt-2023;3.918,3214;-73,6918;-1,8460%;3.918,3214;3.918,3214;3.918,3214
SP500;08-mrt-2023;3.992,0132;+5,6404;+0,1415%;3.992,0132;3.992,0132;3.992,0132
SP500;07-mrt-2023;3.986,3728;-62,0450;-1,5326%;3.986,3728;3.986,3728;3.986,3728
SP500;06-mrt-2023;4.048,4178;+2,7802;+0,0687%;4.048,4178;4.048,4178;4.048,4178
SP500;03-mrt-2023;4.045,6376;+64,2853;+1,6147%;4.045,6376;4.045,6376;4.045,6376
SP500;02-mrt-2023;3.981,3523;+29,9580;+0,7582%;3.981,3523;3.981,3523;3.981,3523
SP500;01-mrt-2023;3.951,3943;-18,7591;-0,4725%;3.951,3943;3.951,3943;3.951,3943
SP500;28-feb-2023;3.970,1534;-12,0869;-0,3035%;3.970,1534;3.970,1534;3.970,1534
SP500;27-feb-2023;3.982,2403;+12,2035;+0,3074%;3.982,2403;3.982,2403;3.982,2403
SP500;24-feb-2023;3.970,0368;-42,2864;-1,0539%;3.970,0368;3.970,0368;3.970,0368
SP500;23-feb-2023;4.012,3232;+21,2755;+0,5331%;4.012,3232;4.012,3232;4.012,3232
SP500;22-feb-2023;3.991,0477;-6,2891;-0,1573%;3.991,0477;3.991,0477;3.991,0477
SP500;21-feb-2023;3.997,3368;-81,7579;-2,0043%;3.997,3368;3.997,3368;3.997,3368
SP500;17-feb-2023;4.079,0947;-11,3143;-0,2766%;4.079,0947;4.079,0947;4.079,0947
SP500;16-feb-2023;4.090,4090;-57,1939;-1,3790%;4.090,4090;4.090,4090;4.090,4090
SP500;15-feb-2023;4.147,6029;+11,4699;+0,2773%;4.147,6029;4.147,6029;4.147,6029
SP500;14-feb-2023;4.136,1330;-1,1541;-0,0279%;4.136,1330;4.136,1330;4.136,1330
SP500;13-feb-2023;4.137,2871;+46,8251;+1,1447%;4.137,2871;4.137,2871;4.137,2871
SP500;10-feb-2023;4.090,4620;+8,9574;+0,2195%;4.090,4620;4.090,4620;4.090,4620
SP500;09-feb-2023;4.081,5046;-36,3602;-0,8830%;4.081,5046;4.081,5046;4.081,5046
SP500;08-feb-2023;4.117,8648;-46,1348;-1,1079%;4.117,8648;4.117,8648;4.117,8648
SP500;07-feb-2023;4.163,9996;+52,9187;+1,2872%;4.163,9996;4.163,9996;4.163,9996
SP500;06-feb-2023;4.111,0809;-25,4007;-0,6141%;4.111,0809;4.111,0809;4.111,0809
SP500;03-feb-2023;4.136,4816;-43,2740;-1,0353%;4.136,4816;4.136,4816;4.136,4816
SP500;02-feb-2023;4.179,7556;+60,5452;+1,4698%;4.179,7556;4.179,7556;4.179,7556
SP500;01-feb-2023;4.119,2104;+42,6066;+1,0451%;4.119,2104;4.119,2104;4.119,2104
SP500;31-jan-2023;4.076,6038;+58,8312;+1,4643%;4.076,6038;4.076,6038;4.076,6038
SP500;30-jan-2023;4.017,7726;-52,7857;-1,2968%;4.017,7726;4.017,7726;4.017,7726
SP500;27-jan-2023;4.070,5583;+10,1309;+0,2495%;4.070,5583;4.070,5583;4.070,5583
SP500;26-jan-2023;4.060,4274;+44,2082;+1,1007%;4.060,4274;4.060,4274;4.060,4274
SP500;25-jan-2023;4.016,2192;-0,7305;-0,0182%;4.016,2192;4.016,2192;4.016,2192
SP500;24-jan-2023;4.016,9497;-2,8644;-0,0713%;4.016,9497;4.016,9497;4.016,9497
SP500;23-jan-2023;4.019,8141;+47,2036;+1,1882%;4.019,8141;4.019,8141;4.019,8141
SP500;20-jan-2023;3.972,6105;+73,7557;+1,8917%;3.972,6105;3.972,6105;3.972,6105
SP500;19-jan-2023;3.898,8548;-30,0075;-0,7638%;3.898,8548;3.898,8548;3.898,8548
SP500;18-jan-2023;3.928,8623;-62,1078;-1,5562%;3.928,8623;3.928,8623;3.928,8623
SP500;17-jan-2023;3.990,9701;-8,1207;-0,2031%;3.990,9701;3.990,9701;3.990,9701
SP500;13-jan-2023;3.999,0908;+15,9243;+0,3998%;3.999,0908;3.999,0908;3.999,0908
SP500;12-jan-2023;3.983,1665;+13,5524;+0,3414%;3.983,1665;3.983,1665;3.983,1665
SP500;11-jan-2023;3.969,6141;+50,3607;+1,2850%;3.969,6141;3.969,6141;3.969,6141
SP500;10-jan-2023;3.919,2534;+27,1624;+0,6979%;3.919,2534;3.919,2534;3.919,2534
SP500;09-jan-2023;3.892,0910;-2,9846;-0,0766%;3.892,0910;3.892,0910;3.892,0910
SP500;06-jan-2023;3.895,0756;+86,9727;+2,2839%;3.895,0756;3.895,0756;3.895,0756
SP500;05-jan-2023;3.808,1029;-44,8627;-1,1644%;3.808,1029;3.808,1029;3.808,1029
SP500;04-jan-2023;3.852,9656;+28,8274;+0,7538%;3.852,9656;3.852,9656;3.852,9656
SP500;03-jan-2023;3.824,1382;-15,3584;-0,4000%;3.824,1382;3.824,1382;3.824,1382
SP500;30-dec-2022;3.839,4966;-9,7866;-0,2542%;3.839,4966;3.839,4966;3.839,4966
SP500;29-dec-2022;3.849,2832;+66,0613;+1,7462%;3.849,2832;3.849,2832;3.849,2832
SP500;28-dec-2022;3.783,2219;-46,0274;-1,2020%;3.783,2219;3.783,2219;3.783,2219
SP500;27-dec-2022;3.829,2493;-15,5657;-0,4048%;3.829,2493;3.829,2493;3.829,2493
SP500;23-dec-2022;3.844,8150;+22,4283;+0,5868%;3.844,8150;3.844,8150;3.844,8150
SP500;22-dec-2022;3.822,3867;-56,0533;-1,4453%;3.822,3867;3.822,3867;3.822,3867
SP500;21-dec-2022;3.878,4400;+56,8206;+1,4868%;3.878,4400;3.878,4400;3.878,4400
SP500;20-dec-2022;3.821,6194;+3,9612;+0,1038%;3.821,6194;3.821,6194;3.821,6194
SP500;19-dec-2022;3.817,6582;-34,7054;-0,9009%;3.817,6582;3.817,6582;3.817,6582
SP500;16-dec-2022;3.852,3636;-43,3897;-1,1138%;3.852,3636;3.852,3636;3.852,3636
SP500;15-dec-2022;3.895,7533;-99,5654;-2,4921%;3.895,7533;3.895,7533;3.895,7533
SP500;14-dec-2022;3.995,3187;-24,3357;-0,6054%;3.995,3187;3.995,3187;3.995,3187
SP500;13-dec-2022;4.019,6544;+29,0969;+0,7291%;4.019,6544;4.019,6544;4.019,6544
SP500;12-dec-2022;3.990,5575;+56,1810;+1,4280%;3.990,5575;3.990,5575;3.990,5575
SP500;09-dec-2022;3.934,3765;-29,1352;-0,7351%;3.934,3765;3.934,3765;3.934,3765
SP500;08-dec-2022;3.963,5117;+29,5878;+0,7521%;3.963,5117;3.963,5117;3.963,5117
SP500;07-dec-2022;3.933,9239;-7,3361;-0,1861%;3.933,9239;3.933,9239;3.933,9239
SP500;06-dec-2022;3.941,2600;-57,5801;-1,4399%;3.941,2600;3.941,2600;3.941,2600
SP500;05-dec-2022;3.998,8401;-72,8599;-1,7894%;3.998,8401;3.998,8401;3.998,8401
SP500;02-dec-2022;4.071,7000;-4,8665;-0,1194%;4.071,7000;4.071,7000;4.071,7000
SP500;01-dec-2022;4.076,5665;-3,5401;-0,0868%;4.076,5665;4.076,5665;4.076,5665
SP500;30-nov-2022;4.080,1066;+122,4807;+3,0948%;4.080,1066;4.080,1066;4.080,1066
SP500;29-nov-2022;3.957,6259;-6,3160;-0,1593%;3.957,6259;3.957,6259;3.957,6259
SP500;28-nov-2022;3.963,9419;-62,1736;-1,5443%;3.963,9419;3.963,9419;3.963,9419
SP500;25-nov-2022;4.026,1155;-1,1467;-0,0285%;4.026,1155;4.026,1155;4.026,1155
SP500;23-nov-2022;4.027,2622;+23,6838;+0,5916%;4.027,2622;4.027,2622;4.027,2622
SP500;22-nov-2022;4.003,5784;+53,6412;+1,3580%;4.003,5784;4.003,5784;4.003,5784
SP500;21-nov-2022;3.949,9372;-15,4021;-0,3884%;3.949,9372;3.949,9372;3.949,9372
SP500;18-nov-2022;3.965,3393;+18,7813;+0,4759%;3.965,3393;3.965,3393;3.965,3393
SP500;17-nov-2022;3.946,5580;-12,2354;-0,3091%;3.946,5580;3.946,5580;3.946,5580
SP500;16-nov-2022;3.958,7934;-32,9399;-0,8252%;3.958,7934;3.958,7934;3.958,7934
SP500;15-nov-2022;3.991,7333;+34,4803;+0,8713%;3.991,7333;3.991,7333;3.991,7333
SP500;14-nov-2022;3.957,2530;-35,6747;-0,8934%;3.957,2530;3.957,2530;3.957,2530
SP500;11-nov-2022;3.992,9277;+36,5574;+0,9240%;3.992,9277;3.992,9277;3.992,9277
SP500;10-nov-2022;3.956,3703;+207,7977;+5,5434%;3.956,3703;3.956,3703;3.956,3703
SP500;09-nov-2022;3.748,5726;-79,5355;-2,0777%;3.748,5726;3.748,5726;3.748,5726
SP500;08-nov-2022;3.828,1081;+21,3031;+0,5596%;3.828,1081;3.828,1081;3.828,1081
SP500;07-nov-2022;3.806,8050;+36,2586;+0,9616%;3.806,8050;3.806,8050;3.806,8050
SP500;04-nov-2022;3.770,5464;+50,6531;+1,3617%;3.770,5464;3.770,5464;3.770,5464
SP500;03-nov-2022;3.719,8933;-39,7972;-1,0585%;3.719,8933;3.719,8933;3.719,8933
SP500;02-nov-2022;3.759,6905;-96,4113;-2,5002%;3.759,6905;3.759,6905;3.759,6905
SP500;01-nov-2022;3.856,1018;-15,8754;-0,4100%;3.856,1018;3.856,1018;3.856,1018
SP500;31-okt-2022;3.871,9772;-29,0866;-0,7456%;3.871,9772;3.871,9772;3.871,9772
SP500;28-okt-2022;3.901,0638;+93,7657;+2,4628%;3.901,0638;3.901,0638;3.901,0638
SP500;27-okt-2022;3.807,2981;-23,2978;-0,6082%;3.807,2981;3.807,2981;3.807,2981
SP500;26-okt-2022;3.830,5959;-28,5176;-0,7390%;3.830,5959;3.830,5959;3.830,5959
SP500;25-okt-2022;3.859,1135;+61,7757;+1,6268%;3.859,1135;3.859,1135;3.859,1135
SP500;24-okt-2022;3.797,3378;+44,5899;+1,1882%;3.797,3378;3.797,3378;3.797,3378
SP500;21-okt-2022;3.752,7479;+86,9676;+2,3724%;3.752,7479;3.752,7479;3.752,7479
SP500;20-okt-2022;3.665,7803;-29,3748;-0,7950%;3.665,7803;3.665,7803;3.665,7803
SP500;19-okt-2022;3.695,1551;-24,8276;-0,6674%;3.695,1551;3.695,1551;3.695,1551
SP500;18-okt-2022;3.719,9827;+42,0289;+1,1427%;3.719,9827;3.719,9827;3.719,9827
SP500;17-okt-2022;3.677,9538;+94,8847;+2,6481%;3.677,9538;3.677,9538;3.677,9538
SP500;14-okt-2022;3.583,0691;-86,8366;-2,3662%;3.583,0691;3.583,0691;3.583,0691
SP500;13-okt-2022;3.669,9057;+92,8740;+2,5964%;3.669,9057;3.669,9057;3.669,9057
SP500;12-okt-2022;3.577,0317;-11,8102;-0,3291%;3.577,0317;3.577,0317;3.577,0317
SP500;11-okt-2022;3.588,8419;-23,5456;-0,6518%;3.588,8419;3.588,8419;3.588,8419
SP500;10-okt-2022;3.612,3875;-27,2725;-0,7493%;3.612,3875;3.612,3875;3.612,3875
SP500;07-okt-2022;3.639,6600;-104,8598;-2,8004%;3.639,6600;3.639,6600;3.639,6600
SP500;06-okt-2022;3.744,5198;-38,7616;-1,0245%;3.744,5198;3.744,5198;3.744,5198
SP500;05-okt-2022;3.783,2814;-7,6475;-0,2017%;3.783,2814;3.783,2814;3.783,2814
SP500;04-okt-2022;3.790,9289;+112,5001;+3,0584%;3.790,9289;3.790,9289;3.790,9289
SP500;03-okt-2022;3.678,4288;+92,8047;+2,5882%;3.678,4288;3.678,4288;3.678,4288
SP500;30-sep-2022;3.585,6241;-54,8440;-1,5065%;3.585,6241;3.585,6241;3.585,6241
SP500;29-sep-2022;3.640,4681;-78,5706;-2,1127%;3.640,4681;3.640,4681;3.640,4681
SP500;28-sep-2022;3.719,0387;+71,7488;+1,9672%;3.719,0387;3.719,0387;3.719,0387
SP500;27-sep-2022;3.647,2899;-7,7523;-0,2121%;3.647,2899;3.647,2899;3.647,2899
SP500;26-sep-2022;3.655,0422;-38,1913;-1,0341%;3.655,0422;3.655,0422;3.655,0422
SP500;23-sep-2022;3.693,2335;-64,7577;-1,7232%;3.693,2335;3.693,2335;3.693,2335
SP500;22-sep-2022;3.757,9912;-31,9415;-0,8428%;3.757,9912;3.757,9912;3.757,9912
SP500;21-sep-2022;3.789,9327;-66,0016;-1,7117%;3.789,9327;3.789,9327;3.789,9327
SP500;20-sep-2022;3.855,9343;-43,9516;-1,1270%;3.855,9343;3.855,9343;3.855,9343
SP500;19-sep-2022;3.899,8859;+26,5516;+0,6855%;3.899,8859;3.899,8859;3.899,8859
SP500;16-sep-2022;3.873,3343;-28,0185;-0,7182%;3.873,3343;3.873,3343;3.873,3343
SP500;15-sep-2022;3.901,3528;-44,6596;-1,1318%;3.901,3528;3.901,3528;3.901,3528
SP500;14-sep-2022;3.946,0124;+13,3191;+0,3387%;3.946,0124;3.946,0124;3.946,0124
SP500;13-sep-2022;3.932,6933;-177,7148;-4,3235%;3.932,6933;3.932,6933;3.932,6933
SP500;12-sep-2022;4.110,4081;+43,0458;+1,0583%;4.110,4081;4.110,4081;4.110,4081
SP500;09-sep-2022;4.067,3623;+61,1832;+1,5272%;4.067,3623;4.067,3623;4.067,3623
SP500;08-sep-2022;4.006,1791;+26,3042;+0,6609%;4.006,1791;4.006,1791;4.006,1791
SP500;07-sep-2022;3.979,8749;+71,6849;+1,8342%;3.979,8749;3.979,8749;3.979,8749
SP500;06-sep-2022;3.908,1900;-16,0696;-0,4095%;3.908,1900;3.908,1900;3.908,1900
SP500;02-sep-2022;3.924,2596;-42,5907;-1,0737%;3.924,2596;3.924,2596;3.924,2596
SP500;01-sep-2022;3.966,8503;+11,8513;+0,2997%;3.966,8503;3.966,8503;3.966,8503
SP500;31-aug-2022;3.954,9990;-31,1629;-0,7818%;3.954,9990;3.954,9990;3.954,9990
SP500;30-aug-2022;3.986,1619;-44,4511;-1,1028%;3.986,1619;3.986,1619;3.986,1619
SP500;29-aug-2022;4.030,6130;-27,0501;-0,6666%;4.030,6130;4.030,6130;4.030,6130
SP500;26-aug-2022;4.057,6631;-141,4565;-3,3687%;4.057,6631;4.057,6631;4.057,6631
SP500;25-aug-2022;4.199,1196;+58,3512;+1,4092%;4.199,1196;4.199,1196;4.199,1196
SP500;24-aug-2022;4.140,7684;+12,0398;+0,2916%;4.140,7684;4.140,7684;4.140,7684
SP500;23-aug-2022;4.128,7286;-9,2568;-0,2237%;4.128,7286;4.128,7286;4.128,7286
SP500;22-aug-2022;4.137,9854;-90,4931;-2,1401%;4.137,9854;4.137,9854;4.137,9854
SP500;19-aug-2022;4.228,4785;-55,2643;-1,2901%;4.228,4785;4.228,4785;4.228,4785
SP500;18-aug-2022;4.283,7428;+9,7041;+0,2270%;4.283,7428;4.283,7428;4.283,7428
SP500;17-aug-2022;4.274,0387;-31,1606;-0,7238%;4.274,0387;4.274,0387;4.274,0387
SP500;16-aug-2022;4.305,1993;+8,0558;+0,1875%;4.305,1993;4.305,1993;4.305,1993
SP500;15-aug-2022;4.297,1435;+16,9930;+0,3970%;4.297,1435;4.297,1435;4.297,1435
SP500;12-aug-2022;4.280,1505;+72,8761;+1,7321%;4.280,1505;4.280,1505;4.280,1505
SP500;11-aug-2022;4.207,2744;-2,9661;-0,0704%;4.207,2744;4.207,2744;4.207,2744
SP500;10-aug-2022;4.210,2405;+87,7746;+2,1292%;4.210,2405;4.210,2405;4.210,2405
SP500;09-aug-2022;4.122,4659;-17,5925;-0,4249%;4.122,4659;4.122,4659;4.122,4659
SP500;08-aug-2022;4.140,0584;-5,1307;-0,1238%;4.140,0584;4.140,0584;4.140,0584
SP500;05-aug-2022;4.145,1891;-6,7551;-0,1627%;4.145,1891;4.145,1891;4.145,1891
SP500;04-aug-2022;4.151,9442;-3,2285;-0,0777%;4.151,9442;4.151,9442;4.151,9442
SP500;03-aug-2022;4.155,1727;+63,9876;+1,5640%;4.155,1727;4.155,1727;4.155,1727
SP500;02-aug-2022;4.091,1851;-27,4445;-0,6664%;4.091,1851;4.091,1851;4.091,1851
SP500;01-aug-2022;4.118,6296;-11,6562;-0,2822%;4.118,6296;4.118,6296;4.118,6296
SP500;29-jul-2022;4.130,2858;+57,8515;+1,4206%;4.130,2858;4.130,2858;4.130,2858
SP500;28-jul-2022;4.072,4343;+48,8219;+1,2134%;4.072,4343;4.072,4343;4.072,4343
SP500;27-jul-2022;4.023,6124;+102,5628;+2,6157%;4.023,6124;4.023,6124;4.023,6124
SP500;26-jul-2022;3.921,0496;-45,7954;-1,1545%;3.921,0496;3.921,0496;3.921,0496
SP500;25-jul-2022;3.966,8450;+5,2101;+0,1315%;3.966,8450;3.966,8450;3.966,8450
SP500;22-jul-2022;3.961,6349;-37,3165;-0,9332%;3.961,6349;3.961,6349;3.961,6349
SP500;21-jul-2022;3.998,9514;+39,0527;+0,9862%;3.998,9514;3.998,9514;3.998,9514
SP500;20-jul-2022;3.959,8987;+23,2092;+0,5896%;3.959,8987;3.959,8987;3.959,8987
SP500;19-jul-2022;3.936,6895;+105,8366;+2,7627%;3.936,6895;3.936,6895;3.936,6895
SP500;18-jul-2022;3.830,8529;-32,3099;-0,8364%;3.830,8529;3.830,8529;3.830,8529
SP500;15-jul-2022;3.863,1628;+72,7854;+1,9203%;3.863,1628;3.863,1628;3.863,1628
SP500;14-jul-2022;3.790,3774;-11,4032;-0,2999%;3.790,3774;3.790,3774;3.790,3774
SP500;13-jul-2022;3.801,7806;-17,0172;-0,4456%;3.801,7806;3.801,7806;3.801,7806
SP500;12-jul-2022;3.818,7978;-35,6355;-0,9245%;3.818,7978;3.818,7978;3.818,7978
SP500;11-jul-2022;3.854,4333;-44,9438;-1,1526%;3.854,4333;3.854,4333;3.854,4333
SP500;08-jul-2022;3.899,3771;-3,2454;-0,0832%;3.899,3771;3.899,3771;3.899,3771
SP500;07-jul-2022;3.902,6225;+57,5413;+1,4965%;3.902,6225;3.902,6225;3.902,6225
SP500;06-jul-2022;3.845,0812;+13,6908;+0,3573%;3.845,0812;3.845,0812;3.845,0812
SP500;05-jul-2022;3.831,3904;+6,0643;+0,1585%;3.831,3904;3.831,3904;3.831,3904
SP500;01-jul-2022;3.825,3261;+39,9413;+1,0551%;3.825,3261;3.825,3261;3.825,3261
SP500;30-jun-2022;3.785,3848;-33,4479;-0,8759%;3.785,3848;3.785,3848;3.785,3848
SP500;29-jun-2022;3.818,8327;-2,7132;-0,0710%;3.818,8327;3.818,8327;3.818,8327
SP500;28-jun-2022;3.821,5459;-78,5682;-2,0145%;3.821,5459;3.821,5459;3.821,5459
SP500;27-jun-2022;3.900,1141;-11,6298;-0,2973%;3.900,1141;3.900,1141;3.900,1141
SP500;24-jun-2022;3.911,7439;+116,0165;+3,0565%;3.911,7439;3.911,7439;3.911,7439
SP500;23-jun-2022;3.795,7274;+35,8343;+0,9531%;3.795,7274;3.795,7274;3.795,7274
SP500;22-jun-2022;3.759,8931;-4,8949;-0,1300%;3.759,8931;3.759,8931;3.759,8931
SP500;21-jun-2022;3.764,7880;+89,9466;+2,4476%;3.764,7880;3.764,7880;3.764,7880
SP500;17-jun-2022;3.674,8414;+8,0739;+0,2202%;3.674,8414;3.674,8414;3.674,8414
SP500;16-jun-2022;3.666,7675;-123,2188;-3,2512%;3.666,7675;3.666,7675;3.666,7675
SP500;15-jun-2022;3.789,9863;+54,5032;+1,4591%;3.789,9863;3.789,9863;3.789,9863
SP500;14-jun-2022;3.735,4831;-14,1442;-0,3772%;3.735,4831;3.735,4831;3.735,4831
SP500;13-jun-2022;3.749,6273;-151,2372;-3,8770%;3.749,6273;3.749,6273;3.749,6273
SP500;10-jun-2022;3.900,8645;-116,9540;-2,9109%;3.900,8645;3.900,8645;3.900,8645
SP500;09-jun-2022;4.017,8185;-97,9540;-2,3800%;4.017,8185;4.017,8185;4.017,8185
SP500;08-jun-2022;4.115,7725;-44,9108;-1,0794%;4.115,7725;4.115,7725;4.115,7725
SP500;07-jun-2022;4.160,6833;+39,2539;+0,9524%;4.160,6833;4.160,6833;4.160,6833
SP500;06-jun-2022;4.121,4294;+12,8940;+0,3138%;4.121,4294;4.121,4294;4.121,4294
SP500;03-jun-2022;4.108,5354;-68,2825;-1,6348%;4.108,5354;4.108,5354;4.108,5354
SP500;02-jun-2022;4.176,8179;+75,5881;+1,8431%;4.176,8179;4.176,8179;4.176,8179
SP500;01-jun-2022;4.101,2298;-30,9180;-0,7482%;4.101,2298;4.101,2298;4.101,2298
SP500;31-mei-2022;4.132,1478;-26,0906;-0,6274%;4.132,1478;4.132,1478;4.132,1478
SP500;27-mei-2022;4.158,2384;+100,3976;+2,4742%;4.158,2384;4.158,2384;4.158,2384
SP500;26-mei-2022;4.057,8408;+79,1081;+1,9883%;4.057,8408;4.057,8408;4.057,8408
SP500;25-mei-2022;3.978,7327;+37,2558;+0,9452%;3.978,7327;3.978,7327;3.978,7327
SP500;24-mei-2022;3.941,4769;-32,2747;-0,8122%;3.941,4769;3.941,4769;3.941,4769
SP500;23-mei-2022;3.973,7516;+72,3910;+1,8555%;3.973,7516;3.973,7516;3.973,7516
SP500;20-mei-2022;3.901,3606;+0,5737;+0,0147%;3.901,3606;3.901,3606;3.901,3606
SP500;19-mei-2022;3.900,7869;-22,8929;-0,5835%;3.900,7869;3.900,7869;3.900,7869
SP500;18-mei-2022;3.923,6798;-165,1706;-4,0395%;3.923,6798;3.923,6798;3.923,6798
SP500;17-mei-2022;4.088,8504;+80,8399;+2,0170%;4.088,8504;4.088,8504;4.088,8504
SP500;16-mei-2022;4.008,0105;-15,8808;-0,3947%;4.008,0105;4.008,0105;4.008,0105
SP500;13-mei-2022;4.023,8913;+93,8094;+2,3870%;4.023,8913;4.023,8913;4.023,8913
SP500;12-mei-2022;3.930,0819;-5,1027;-0,1297%;3.930,0819;3.930,0819;3.930,0819
SP500;11-mei-2022;3.935,1846;-65,8701;-1,6463%;3.935,1846;3.935,1846;3.935,1846
SP500;10-mei-2022;4.001,0547;+9,8173;+0,2460%;4.001,0547;4.001,0547;4.001,0547
SP500;09-mei-2022;3.991,2374;-132,0983;-3,2037%;3.991,2374;3.991,2374;3.991,2374
SP500;06-mei-2022;4.123,3357;-23,5319;-0,5675%;4.123,3357;4.123,3357;4.123,3357
SP500;05-mei-2022;4.146,8676;-153,3062;-3,5651%;4.146,8676;4.146,8676;4.146,8676
SP500;04-mei-2022;4.300,1738;+124,6981;+2,9864%;4.300,1738;4.300,1738;4.300,1738
SP500;03-mei-2022;4.175,4757;+20,0981;+0,4837%;4.175,4757;4.175,4757;4.175,4757
SP500;02-mei-2022;4.155,3776;+23,4512;+0,5676%;4.155,3776;4.155,3776;4.155,3776
SP500;29-apr-2022;4.131,9264;-155,5747;-3,6286%;4.131,9264;4.131,9264;4.131,9264
SP500;28-apr-2022;4.287,5011;+103,5458;+2,4748%;4.287,5011;4.287,5011;4.287,5011
SP500;27-apr-2022;4.183,9553;+8,7580;+0,2098%;4.183,9553;4.183,9553;4.183,9553
SP500;26-apr-2022;4.175,1973;-120,9192;-2,8146%;4.175,1973;4.175,1973;4.175,1973
SP500;25-apr-2022;4.296,1165;+24,3409;+0,5698%;4.296,1165;4.296,1165;4.296,1165
SP500;22-apr-2022;4.271,7756;-121,8879;-2,7742%;4.271,7756;4.271,7756;4.271,7756
SP500;21-apr-2022;4.393,6635;-65,7868;-1,4752%;4.393,6635;4.393,6635;4.393,6635
SP500;20-apr-2022;4.459,4503;-2,7598;-0,0618%;4.459,4503;4.459,4503;4.459,4503
SP500;19-apr-2022;4.462,2101;+70,5197;+1,6058%;4.462,2101;4.462,2101;4.462,2101
SP500;18-apr-2022;4.391,6904;-0,8973;-0,0204%;4.391,6904;4.391,6904;4.391,6904
SP500;14-apr-2022;4.392,5877;-54,0041;-1,2145%;4.392,5877;4.392,5877;4.392,5877
SP500;13-apr-2022;4.446,5918;+49,1446;+1,1176%;4.446,5918;4.446,5918;4.446,5918
SP500;12-apr-2022;4.397,4472;-15,0816;-0,3418%;4.397,4472;4.397,4472;4.397,4472
SP500;11-apr-2022;4.412,5288;-75,7530;-1,6878%;4.412,5288;4.412,5288;4.412,5288
SP500;08-apr-2022;4.488,2818;-11,9276;-0,2650%;4.488,2818;4.488,2818;4.488,2818
SP500;07-apr-2022;4.500,2094;+19,0561;+0,4252%;4.500,2094;4.500,2094;4.500,2094
SP500;06-apr-2022;4.481,1533;-43,9688;-0,9717%;4.481,1533;4.481,1533;4.481,1533
SP500;05-apr-2022;4.525,1221;-57,5140;-1,2550%;4.525,1221;4.525,1221;4.525,1221
SP500;04-apr-2022;4.582,6361;+36,7806;+0,8091%;4.582,6361;4.582,6361;4.582,6361
SP500;01-apr-2022;4.545,8555;+15,4420;+0,3409%;4.545,8555;4.545,8555;4.545,8555
SP500;31-mrt-2022;4.530,4135;-72,0351;-1,5651%;4.530,4135;4.530,4135;4.530,4135
